valid_frac,corr,ddem,n_conv,n_div,conv_latency_ms,conv_gain,conv_peakvel,conv_settle_ms,div_latency_ms,div_gain,div_peakvel,div_settle_ms,subject,round,session,file
0.9513243121913679,0.3483760015320936,1.992091200082692,11,11,828.0,0.9549391552300738,247.72548575540497,1040.0,200.0,1.0197861059001745,16.9231353774556,336.0,256,1,2,S_1256_S2_1_VRG.csv
0.9845398447349214,0.7065959441860681,1.8988519534738852,12,11,232.0,1.195948717417993,24.072834870367153,484.0,240.0,1.224001757891887,39.294433059517296,396.0,144,1,2,S_1144_S2_1_VRG.csv
0.6589251054146309,0.24603332425295976,1.6242523815917655,7,6,332.0,1.0770778529516687,203.4113945440077,404.0,380.0,0.9148795371368887,170.81750156814613,656.0,145,1,1,S_1145_S1_1_VRG.csv
0.8362251104424099,0.7206351412901978,1.727536132385607,11,11,252.0,1.1355940047639588,47.872550087768694,400.0,224.0,1.2199989845790609,31.963190276097563,512.0,62,1,1,S_1062_S1_1_VRG.csv
0.9278350515463918,0.6893859527478199,1.6305934994572944,12,11,236.0,1.1386167067316004,24.99725454639401,388.0,172.0,1.3803309842310751,36.7924133990174,328.0,344,1,2,S_1344_S2_1_VRG.csv
0.4268676716917923,0.44389817456671327,1.988474851435745,2,2,,,,,,,,,94,1,1,S_1094_S1_1_VRG.csv
0.8852566198103956,0.14494028490425676,1.8361433857370493,12,11,224.0,0.9485555146008718,52.403253788126044,572.0,188.0,1.1575153897166328,56.34612364426794,884.0,208,1,2,S_1208_S2_1_VRG.csv
0.8498848394526487,0.6312330950768766,1.9036250672931825,11,11,252.0,0.8327990176848922,35.20482049388218,484.0,212.0,0.9081472147278239,63.6909769182672,696.0,135,1,1,S_1135_S1_1_VRG.csv
0.8627933257993752,0.6941800523821924,1.7854938586969737,12,11,240.0,1.6816639339665176,70.6713118533836,608.0,232.0,1.5642911651981837,97.02051012191531,416.0,436,1,1,S_1436_S1_1_VRG.csv
0.9160200821542674,0.6972343734123779,1.5147366382687588,12,11,220.0,1.0822559269830576,39.74216828287924,456.0,188.0,1.2067914983142767,28.68096150157262,464.0,199,2,2,S_2199_S2_1_VRG.csv
